recipe_urls,recipe_name,ingredients,ingredients_parsed
https://cuisine-facile.com/poissons/recette-filets-sole-dieppoise.php,Filets de sole à la Dieppoise,"['1 300 g de coques', '2 300 g de moules', '3 300 g de palourdes', ""4 2 cuillères à soupe d'huile d'olive"", '5 200 ml de vin blanc sec', '6 500 g de champignons', ""7 3 cuillères à soupe d'huile d'olive"", '8 750 g de pommes de terre', '9 200 ml de crème fraiche liquide', '10 500 g de filet de sole', '11 70 g de beurre', '12 sel', '13 poivre']",coques moules palourdes cuilleres a soupe vin blanc sec champignons cuilleres a soupe pommes terre creme fraiche liquide filet sole beurre sel poivre
https://cuisine-facile.com/poissons/recette-filet-sole-meuniere.php,Filets de sole meunière,"['1 4 filets de sole', '2 2 cuillères à soupe de farine', '3 50 g de Beurre clarifié', '4 sel', '5 poivre', '6 50 g de Beurre clarifié', '7 2 cuillères à soupe de jus de citron', '8 persil']",filet sole cuilleres a soupe farine beurre clarifie sel poivre beurre clarifie cuilleres a soupe jus citron persil
https://cuisine-facile.com/poissons/recette-gateau-crabe.php,Gâteau de crabe,"['1 250 g de chair de crabe', '2 2 cuillères à soupe de jus de citron', '3 1 oignon', '4 2 cuillères à soupe de chapelure', '5 1 cuillère à soupe de Mayonnaise', '6 persil', '7 1 œuf', ""8 6 cuillères à soupe d'huile"", '9 sel', '10 poivre']",chair crabe cuilleres a soupe jus citron oignon cuilleres a soupe chapelure cuillere a soupe mayonnaise persil oeuf cuilleres a soupe sel poivre
https://cuisine-facile.com/poissons/recette-gratin-queues-langoustines.php,Gratin de queues de langoustines,"['1 1 kg 500 g de langoustines', '2 1 Bouquet garni', ""3 30 g d'oignon"", '4 30 g de beurre', ""5 200 ml d'eau"", '6 200 ml de vin blanc sec', '7 2 carottes', '8 3 navets', '9 1 courgette', '10 30 g de beurre', '11 250 ml de crème fraiche liquide', '12 20 g de maïzena', '13 sel', '14 poivre']",kg langoustine bouquet garni beurre vin blanc sec carottes navets courgette beurre creme fraiche liquide maizena sel poivre
https://cuisine-facile.com/poissons/recette-gros-saumons-cretoise.php,Gros dés de saumons à la Crétoise,"['1 1 poireau', '2 1 échalote', '3 250 g de filet de saumon', ""4 2 cuillères à soupe d'huile d'olive"", ""5 2 cuillères à soupe d'huile d'olive"", '6 100 g de feta', '7 150 g de yaourt grec', '8 1 petite cuillère de concentré de tomate', '9 ½ citron (facultatif)', '10 sel', '11 poivre']",poireau echalote filet saumon cuilleres a soupe cuilleres a soupe feta yaourt grec cuillere concentre tomate citron sel poivre
https://cuisine-facile.com/poissons/recette-koulibiak-terrine.php,Koulibiak en terrine,"['1 200 g de saumon frais', '2 1 Bouquet garni', '3 3 œufs', '4 100 g de riz', '5 150 g de champignons de Paris', ""6 400 g d'épinards frais"", '7 200 g de Pâte feuilletée', '8 1 cube de bouillon de volaille', ""9 un peu d'huile d'olive (facultatif)"", '10 2 noix de beurre', '11 ½ citron', '12 1 échalote', '13 20 g de dorure', '14 sel', '15 poivre']",saumon bouquet garni oeufs riz champignons paris pate feuilletee cube bouillon volaille peu noix beurre citron echalote dorure sel poivre
https://cuisine-facile.com/poissons/recette-langoustes-thermidor.php,Langoustes Thermidor,"['1 4 queues de langouste', '2 50 g de beurre', '3 3 cuillères à soupe de Porto', ""4 4 cuillères à soupe de Cognac ou d'Armagnac"", '5 2 cuillères à soupe de farine', '6 150 ml de crème fraiche', '7 sel', '8 poivre']",queue langouste beurre cuilleres a soupe porto cuilleres a soupe cognac cuilleres a soupe farine creme fraiche sel poivre
https://cuisine-facile.com/poissons/recette-langoustines-bien-relevees.php,Langoustines bien relevées,"['1 800 g de langoustines', '2 800 g de pommes de terre', '3 50 g de Beurre clarifié', '4 1 petite cuillère de piment en poudre', ""5 2 cuillères à soupe de Cognac ou d'Armagnac"", '6 100 ml de crème fraiche liquide']",langoustine pommes terre beurre clarifie cuillere piment poudre cuilleres a soupe cognac creme fraiche liquide
https://cuisine-facile.com/poissons/recette-marmite-normande.php,Marmite Normande,"['1 250 g de noix de saint-jacques', '2 250 g de crevettes cuites', '3 500 g de moules', '4 200 g de navet', '5 200 g de carotte', '6 200 g de céleri-rave', '7 100 g de topinambour', '8 200 g de poireau', '9 200 g de pommes de terre', '10 1 échalote', ""11 5 cuillères à soupe d'huile d'olive"", '12 100 ml de cidre', '13 1 litre de crème fraiche liquide', '14 sel', '15 poivre']",noix saint jacques crevettes cuites moules navet carotte celeri rave topinambour poireau pommes terre echalote cuilleres a soupe cidre litre creme fraiche liquide sel poivre
https://cuisine-facile.com/poissons/recette-moules-au-riz-noir.php,Moules au riz noir,"['1 1 kg de moules', '2 1 oignon', ""3 1 gousse d'ail"", ""4 5 cuillères à soupe d'huile d'olive"", '5 250 g de riz', '6 400 ml de bouillon de volaille', ""7 8 g d'encre de seiche""]",kg moules oignon gousse cuilleres a soupe riz bouillon volaille seiche
https://cuisine-facile.com/poissons/recette-moules-farcies-au-beurre-escargot.php,Moules farcies au beurre d'escargot,"['1 500 g de moules', ""2 100 g de Beurre d'escargot""]",moules beurre
https://cuisine-facile.com/poissons/recette-moules-marinieres.php,Moules marinières,"['1 1 kg de moules', '2 1 oignon', '3 1 bouquet de persil', '4 50 g de beurre', '5 500 ml de vin blanc sec', '6 sel', '7 poivre']",kg moules oignon bouquet persil beurre vin blanc sec sel poivre
https://cuisine-facile.com/poissons/recette-mousselines-poisson.php,Mousselines de poisson,"['1 500 g de filet de poisson', '2 300 ml de crème fraiche', '3 4 œufs', '4 1 litre de fumet de poisson', '5 400 ml de Sauce normande (pour poisson)', '6 sel', '7 poivre']",filet poisson creme fraiche oeufs litre fumet poisson sauce normande sel poivre
https://cuisine-facile.com/poissons/recette-noix-de-saint-jacques-oseille-et-au-noilly.php,Noix de saint-jacques à l'oseille et au Noilly,"['1 1 échalote', ""2 100 g d'oseille"", '3 24 noix de saint-jacques', ""4 2 cuillères à soupe d'huile d'olive"", '5 30 g de beurre', '6 100 ml de fumet de poisson', '7 100 ml de Noilly', '8 250 ml de crème fraiche liquide', '9 sel', '10 poivre']",echalote noix saint jacques cuilleres a soupe beurre fumet poisson noilly creme fraiche liquide sel poivre
https://cuisine-facile.com/poissons/recette-noix-saint-jacques-julienne-choux.php,Noix de Saint-Jacques à la julienne de choux,"['1 500 g de chou vert', '2 20 noix de saint-jacques', '3 1 échalote', ""4 4 cuillères à soupe d'huile d'olive"", '5 100 ml de crème fraiche', ""6 2 cuillères à soupe d'huile d'olive"", '7 ½ verre de Noilly', '8 1 verre de vin blanc sec', '9 sel', '10 poivre']",chou vert noix saint jacques echalote cuilleres a soupe creme fraiche cuilleres a soupe verre noilly verre vin blanc sec sel poivre
https://cuisine-facile.com/poissons/recette-st-jacques-legumes-croquants-sabayon-savagnin.php,"Noix de St jacques aux légumes croquants, sabayon au savagnin réduit","['1 2 carottes', '2 1 courgette', '3 2 navets', '4 1 artichaut (facultatif)', '5 1 cube de bouillon de volaille', '6 18 noix de saint-jacques', '7 30 g de Foie gras', '8 100 ml de vin blanc sec', ""9 2 jaunes d'œuf"", ""10 2 cuillères à soupe d'huile d'olive"", '11 1 noix de beurre', '12 sel', '13 poivre']",carottes courgette navets artichaut cube bouillon volaille noix saint jacques foie gras vin blanc sec jaunes cuilleres a soupe noix beurre sel poivre
https://cuisine-facile.com/poissons/recette-oeufs-brouilles-aux-langoustines-et-pointes-asperges.php,Oeufs brouillés aux langoustines et pointes d'asperges,"[""1 150 g de pointes d'asperges"", '2 300 g de langoustines', '3 20 g de Beurre clarifié', '4 6 œufs', '5 30 g de beurre', '6 sel', '7 poivre']",pointes langoustine beurre clarifie oeufs beurre sel poivre
https://cuisine-facile.com/poissons/recette-papillotes-filets-bar-creme-coriandre.php,Papillotes de filets de bar à la crème de coriandre,"['1 4 poireaux', '2 1 échalote', ""3 3 cuillères à soupe d'huile d'olive"", '4 1 bouquet de coriandre', '5 150 ml de crème fraiche liquide', '6 1 petite cuillère de jus de citron', '7 4 filets de poisson', '8 sel', '9 poivre']",poireaux echalote cuilleres a soupe bouquet coriandre creme fraiche liquide cuillere jus citron filet poisson sel poivre
https://cuisine-facile.com/poissons/recette-pave-poisson-vapeur-romarin.php,Pavé de poisson à la vapeur de romarin,"['1 6 filets de poisson', '2 1 échalote', '3 6 brins de romarin', '4 200 ml de crème fraiche liquide', '5 1 verre de vin blanc sec', '6 30 g de beurre', ""7 2 cuillères à soupe d'huile d'olive"", '8 1 brin de ciboulette', '9 150 ml de vin blanc sec', '10 2 noix de beurre', ""11 300 g de Fondue d'oignons"", '12 sel', '13 poivre']",filet poisson echalote brins romarin creme fraiche liquide verre vin blanc sec beurre cuilleres a soupe brin ciboulette vin blanc sec noix beurre fondue sel poivre
https://cuisine-facile.com/poissons/recette-petales-poisson-julienne-legumes-beurre-blanc.php,"Pétales de poisson, julienne de légumes et beurre blanc","['1 400 g de poisson', '2 1 cuillère à soupe de fumet de poisson', '3 3 carottes', '4 3 navets', '5 ¼ chou vert', '6 2 tranches de jambon fumé', '7 30 g de beurre', ""8 1 cuillère à soupe d'huile d'olive"", '9 3 échalotes', '10 4 cuillères à soupe de vinaigre blanc', '11 2 cuillères à soupe de crème fraiche liquide', '12 200 g de beurre', '13 sel', '14 poivre']",poisson cuillere a soupe fumet poisson carottes navets chou vert tranche jambon fume beurre cuillere a soupe echalotes cuilleres a soupe vinaigre blanc cuilleres a soupe creme fraiche liquide beurre sel poivre
https://cuisine-facile.com/poissons/recette-petite-blanquette-saumon.php,Petite blanquette de saumon,"['1 350 g de saumon frais', '2 500 g de fèves', '3 200 g de champignons', '4 1 oignon', ""5 4 cuillères à soupe d'huile d'olive"", '6 100 ml de vin blanc sec', '7 250 ml de crème fraiche liquide', '8 sel', '9 poivre']",saumon feves champignons oignon cuilleres a soupe vin blanc sec creme fraiche liquide sel poivre
https://cuisine-facile.com/poissons/recette-petite-marmite-terre-et-mer.php,"Petite marmite ""terre et mer""","['1 300 g de filet de poisson', '2 1 cuillère à soupe de jus de citron', ""3 50 g d'échalote"", '4 80 g de poireau', '5 80 g de carotte', '6 80 g de pommes de terre', ""7 2 cuillères à soupe d'huile"", '8 100 g de lardons', '9 300 ml de crème fraiche liquide']",filet poisson cuillere a soupe jus citron poireau carotte pommes terre cuilleres a soupe lardons creme fraiche liquide
https://cuisine-facile.com/poissons/recette-mini-brochettes-terre-mer.php,"Petites brochettes ""terre et mer""","['1 300 g de filet de poisson', ""2 6 cuillères à soupe d'huile d'olive"", '3 1 citron vert', '4 herbes de votre choix', '5 100 g de champignons', '6 100 g de lard', '7 sel', '8 poivre']",filet poisson cuilleres a soupe citron vert herbes choix champignons lard sel poivre
https://cuisine-facile.com/poissons/recette-petits-morceaux-poissons-croustillants.php,Petits morceaux de poissons croustillants,"['1 300 g de filet de poisson', '2 1 œuf', '3 3 cuillères à soupe de chapelure', '4 1 petite cuillère de farine', '5 sel', '6 poivre']",filet poisson oeuf cuilleres a soupe chapelure cuillere farine sel poivre
https://cuisine-facile.com/poissons/recette-plancha-aux-epices.php,Plancha aux épices,"['1 500 g de thon frais', '2 1 citron vert', ""3 2 cuillères à soupe d'épices à chili"", '4 1 brin de thym', '5 1 feuille de laurier', '6 1 brin de romarin', '7 5 feuilles de sauge', ""8 5 cuillères à soupe d'huile d'olive"", '9 500 g de crevettes', '10 4 cuillères à soupe de vinaigre', ""11 5 cuillères à soupe d'huile d'olive"", ""12 2 cuillères à soupe d'épices à chili"", '13 sel', '14 poivre']",thon citron vert cuilleres a soupe a chili brin thym feuille laurier brin romarin feuilles sauge cuilleres a soupe crevettes cuilleres a soupe vinaigre cuilleres a soupe cuilleres a soupe a chili sel poivre
https://cuisine-facile.com/poissons/recette-poelee-saint-jacques-chanterelles-sauce-noilly.php,"Poêlée de Saint-Jacques et Chanterelles, sauce au Noilly","['1 16 noix de saint-jacques', '2 200 g de chanterelles (ou girolles)', ""3 2 cuillères à soupe d'huile d'olive"", ""4 2 cuillères à soupe d'huile d'olive"", '5 4 cuillères à soupe de Noilly', '6 200 ml de crème fraiche liquide', '7 1 petite cuillère de moutarde', '8 sel', '9 poivre']",noix saint jacques chanterelle cuilleres a soupe cuilleres a soupe cuilleres a soupe noilly creme fraiche liquide cuillere moutarde sel poivre
https://cuisine-facile.com/poissons/recette-poisson-a-la-bordelaise.php,Poisson à la Bordelaise,"[""1 50 g d'échalote"", ""2 50 g d'oignon"", ""3 1 gousse d'ail"", '4 50 g de beurre', '5 120 ml de vin blanc sec', '6 4 brins de persil', '7 ½ citron', '8 3 cuillères à soupe de chapelure', ""9 2 cuillères à soupe d'huile d'olive"", '10 4 filets de poisson']",gousse beurre vin blanc sec brins persil citron cuilleres a soupe chapelure cuilleres a soupe filet poisson
https://cuisine-facile.com/poissons/recette-poisson-vin-blanc.php,Poisson au vin blanc,"[""1 40 g d'oignon"", '2 300 g de filet de poisson', '3 50 g de beurre', '4 1 feuille de laurier', '5 1 brin de thym', '6 100 ml de vin blanc sec', '7 ½ citron', ""8 1 jaune d'œuf"", '9 sel', '10 poivre']",filet poisson beurre feuille laurier brin thym vin blanc sec citron jaune sel poivre
https://cuisine-facile.com/poissons/recette-poisson-nicolas.php,Poisson de Nicolas,"['1 3 poireaux', '2 300 g de filet de poisson', '3 200 ml de crème fraiche (facultatif)', '4 40 g de beurre', '5 sel', '6 poivre']",poireaux filet poisson creme fraiche beurre sel poivre
https://cuisine-facile.com/poissons/recette-poisson-croute-cerales.php,Poisson en croute de graines,"['1 1 cuillère à soupe de graines de lin', '2 1 cuillère à soupe de graines de pavot', '3 1 cuillère à soupe de graines de sésame', '4 1 cuillère à soupe de chapelure', '5 1 cuillère à soupe de flocons de pommes de terre', '6 1 œuf', '7 400 g de filet de poisson', ""8 6 cuillères à soupe d'huile"", '9 sel', '10 poivre']",cuillere a soupe graines lin cuillere a soupe graines pavot cuillere a soupe graines sesame cuillere a soupe chapelure cuillere a soupe flocons pommes terre oeuf filet poisson cuilleres a soupe sel poivre
https://cuisine-facile.com/poissons/recette-poisson-croute-sel.php,Poisson en croute de sel,"['1 1 poisson', '2 ½ citron', '3 herbes de votre choix', '4 poivre', '5 1 kg de gros sel']",poisson citron herbes choix poivre kg gros sel
https://cuisine-facile.com/poissons/recette-poisson-croute-sesame.php,Poisson en croute de sésame,"['1 500 g de poisson', ""2 2 petites cuillère d'huile d'olive"", '3 1 petite cuillère de farine', '4 100 g de graines de sésame', '5 30 g de beurre', '6 1 cuillère à soupe de farine', '7 sel', '8 poivre']",poisson cuillere cuillere farine graines sesame beurre cuillere a soupe farine sel poivre
https://cuisine-facile.com/poissons/recette-poisson-tahitien.php,Poisson Tahitien,"['1 600 g de filet de poisson', '2 5 citrons vert', '3 1 carotte', '4 1 échalote', '5 1 bouquet de ciboulette', ""6 un peu d'huile d'olive"", '7 sel', '8 poivre']",filet poisson citron vert carotte echalote bouquet ciboulette peu sel poivre
https://cuisine-facile.com/poissons/recette-pot-feu-poisson.php,Pot-au-feu de poisson,"['1 2 carottes', '2 ½ chou vert', '3 1 morceau de poisson', '4 2 navets', '5 100 g de pois mange-tout', '6 30 g de beurre', '7 200 ml de crème fraiche', '8 sel', '9 poivre', '10 2 cuillères à soupe de gros sel']",carottes chou vert morceau poisson navets poi mange tout beurre creme fraiche sel poivre cuilleres a soupe gros sel
https://cuisine-facile.com/poissons/recette-ragout-pecheur.php,Ragout du pêcheur,"['1 2 carottes', '2 2 pommes de terre', '3 200 g de chou vert', '4 1 poireau', '5 1 litre de Bouillon de légumes', '6 300 g de filet de poisson', '7 400 g de coques', ""8 4 cuillères à soupe d'huile d'olive"", '9 250 ml de crème fraiche', '10 3 pincées de safran', '11 sel', '12 poivre']",carottes pommes terre chou vert poireau litre bouillon legume filet poisson coques cuilleres a soupe creme fraiche pincees safran sel poivre
https://cuisine-facile.com/poissons/recette-rillettes-de-maquereau.php,Rillettes de maquereau,"['1 2 maquereaux', '2 1 cuillère à soupe de gros sel', '3 70 g de beurre', '4 2 cuillères à soupe de crème fraiche', '5 1 cuillère à soupe de moutarde', '6 2 cuillères à soupe de jus de citron', '7 persil', '8 sel', '9 poivre', '10 fleur de ciboulette (facultatif)']",maquereaux cuillere a soupe gros sel beurre cuilleres a soupe creme fraiche cuillere a soupe moutarde cuilleres a soupe jus citron persil sel poivre fleur ciboulette
https://cuisine-facile.com/poissons/recette-rillettes-saumon.php,Rillettes de saumon,"['1 120 g de saumon fumé', '2 250 g de saumon frais', '3 120 g de beurre', '4 un peu de persil', '5 un peu de ciboulette', '6 1 citron', ""7 2 cuillères à soupe d'Huile d'olive aux herbes"", '8 1 cuillère à soupe de fumet de poisson', '9 sel', '10 poivre']",saumon fume saumon beurre peu persil peu ciboulette citron cuilleres a soupe herbes cuillere a soupe fumet poisson sel poivre
https://cuisine-facile.com/poissons/recette-riz-du-pecheur.php,Riz du pêcheur,"['1 200 g de crevettes cuites', '2 200 g de moules cuites', '3 150 g de saumon frais', '4 400 g de riz cuit', '5 1 bouquet de ciboulette', '6 100 g de Sauce rémoulade']",crevettes cuites moules cuites saumon riz cuit bouquet ciboulette sauce remoulade
https://cuisine-facile.com/poissons/recette-roules-poisson-jambon-fume.php,Roulés de poisson au jambon fumé,"['1 4 filets de poisson', '2 4 tranches de jambon fumé', ""3 3 cuillères à soupe d'huile d'olive"", '4 1 noix de beurre', '5 400 g de haricots verts', '6 1 cube de bouillon de volaille', '7 sel', '8 poivre']",filet poisson tranche jambon fume cuilleres a soupe noix beurre haricot verts cube bouillon volaille sel poivre
https://cuisine-facile.com/poissons/recette-saint-jacques-fondue-poireaux.php,Saint-Jacques à la fondue de poireaux,"['1 24 noix de saint-jacques', ""2 3 cuillères à soupe d'huile d'olive"", '3 300 g de Fondue de poireaux', '4 sel', '5 poivre']",noix saint jacques cuilleres a soupe fondue poireaux sel poivre
https://cuisine-facile.com/poissons/recette-saint-jacques-pointes-dasperges-vertes-parmesan.php,Saint-jacques aux pointes d'asperges vertes et parmesan,"['1 16 noix de saint-jacques', ""2 250 g d'asperges vertes"", '3 3 cuillères à soupe de Parmigiano reggiano (Parmesan)', ""4 3 cuillères à soupe d'huile d'olive"", '5 sel', '6 poivre']",noix saint jacques vertes cuilleres a soupe parmigiano reggiano cuilleres a soupe sel poivre
https://cuisine-facile.com/poissons/recette-saumon-loseille.php,Saumon à l'oseille,"['1 4 morceaux de saumon frais', '2 200 ml de crème fraiche liquide', ""3 4 poignées d'oseille"", '4 2 cuillères à soupe de fumet de poisson', '5 1 verre de vin blanc sec', '6 sel', '7 poivre']",morceau saumon creme fraiche liquide poignees cuilleres a soupe fumet poisson verre vin blanc sec sel poivre
https://cuisine-facile.com/poissons/recette-saumon-papillote-petits-legumes.php,Saumon en papillote aux petits légumes,"['1 150 g de haricots verts', '2 1 carotte', '3 2 oignons nouveaux', '4 4 cuillères à soupe de petits-pois', '5 50 g de beurre', '6 4 cuillères à soupe de fumet de poisson', '7 4 escalopes de saumon frais', '8 sel', '9 poivre']",haricot verts carotte oignons nouveaux cuilleres a soupe petits poi beurre cuilleres a soupe fumet poisson escalopes saumon sel poivre
https://cuisine-facile.com/poissons/recette-saumon-gravlax.php,Saumon gravlax,"['1 500 g de filet de saumon', '2 200 g de gros sel', '3 150 g de sucre en poudre', '4 1 oignon nouveau', '5 coriandre', '6 200 g de fromage frais', '7 1 petite cuillère de jus de citron', '8 sel', '9 poivre']",filet saumon gros sel sucre poudre oignon nouveau coriandre fromage cuillere jus citron sel poivre
https://cuisine-facile.com/poissons/recette-saumon-grille-creme-mache.php,Saumon grillé à la crème de mâche,"['1 2 filets de saumon', '2 100 g de mâche', '3 1 échalote', '4 20 g de beurre', '5 100 ml de crème fraiche', '6 3 cuillères à soupe de graines de sésame', '7 200 g de riz cuit', ""8 2 cuillères à soupe d'huile de sésame"", '9 sel', '10 poivre']",filet saumon mache echalote beurre creme fraiche cuilleres a soupe graines sesame riz cuit cuilleres a soupe sesame sel poivre
https://cuisine-facile.com/poissons/recette-saumon-marine-comme-hareng.php,Saumon mariné comme un hareng,"['1 1 filet de saumon frais', '2 400 g de gros sel', '3 1 carotte', '4 1 oignon', '5 2 feuilles de laurier', '6 3 brins de thym', '7 5 g de grains de poivre', ""8 200 ml d'huile"", '9 4 pommes de terre cuites']",filet saumon gros sel carotte oignon feuilles laurier brins thym grain poivre pommes terre cuites
https://cuisine-facile.com/poissons/recette-saumon-poele-choux-vert.php,Saumon poêlé au choux vert,"['1 1 échalote', '2 60 ml de vinaigre de Xérès', '3 60 ml de vin blanc sec', '4 20 g de beurre', '5 700 g de chou vert', '6 100 ml de crème fraiche', '7 100 g de beurre', '8 600 g de saumon frais', '9 sel', '10 poivre']",echalote vinaigre xeres vin blanc sec beurre chou vert creme fraiche beurre saumon sel poivre
https://cuisine-facile.com/poissons/recette-saumon-roule-feuilles-bettes.php,Saumon roulé aux feuilles de bettes,"['1 8 feuilles de bettes', '2 4 morceaux de saumon frais', '3 1 cuillère à soupe de beurre', ""4 2 jaunes d'œuf"", '5 4 cuillères à soupe de jus de citron', ""6 2 cuillères à soupe d'eau"", '7 sel', '8 poivre']",feuilles bettes morceau saumon cuillere a soupe beurre jaunes cuilleres a soupe jus citron cuilleres a soupe sel poivre
https://cuisine-facile.com/poissons/recette-spaghettis-moules-basilic.php,Spaghettis aux moules et basilic,"['1 500 g de moules', '2 250 ml de vin blanc sec', '3 1 oignon', '4 25 g de beurre', '5 1 bouquet de persil', '6 700 g de spaghetti', '7 250 ml de crème fraiche liquide', '8 1 bouquet de basilic', '9 100 g de Parmigiano reggiano (Parmesan)', '10 sel', '11 poivre']",moules vin blanc sec oignon beurre bouquet persil spaghetti creme fraiche liquide bouquet basilic parmigiano reggiano sel poivre
https://cuisine-facile.com/poissons/recette-tagliatelles-aux-coques.php,Tagliatelles aux coques,"['1 500 g de coques', '2 150 ml de crème fraiche liquide', '3 300 g de pâtes', ""4 100 g d'oignon nouveau"", '5 persil', ""6 3 cuillères à soupe d'huile d'olive""]",coques creme fraiche liquide pate nouveau persil cuilleres a soupe
https://cuisine-facile.com/poissons/recette-terrinne-de-filets-de-poissons-epinards-et-tomates.php,Terrine de filets de poissons épinards et tomates,"['1 800 g de filet de poisson', '2 1 citron', ""3 300 g d'épinards cuits"", '4 300 g de Tomates confites', '5 persil', ""6 4 cuillères à soupe d'huile d'olive"", '7 Sauce Hollandaise', '8 sel', '9 poivre']",filet poisson citron cuits tomates confites persil cuilleres a soupe sauce hollandaise sel poivre
https://cuisine-facile.com/poissons/recette-thon-grille-aux-2-citrons.php,Thon grillé aux 2 citrons,"['1 600 g de thon frais', ""2 5 cuillères à soupe d'huile d'olive"", '3 1 citron vert', '4 1 citron', '5 400 g de riz cuit', '6 sel', '7 poivre']",thon cuilleres a soupe citron vert citron riz cuit sel poivre
https://cuisine-facile.com/poissons/recette-thon-marine-herbes.php,Thon mariné aux herbes,"['1 6 filets de thon frais', '2 1 bouquet de coriandre', '3 1 poignée de feuilles de menthe fraîche', '4 1 citron vert', ""5 4 cuillères à soupe d'huile d'olive"", '6 sel', '7 poivre']",filet thon bouquet coriandre poignee feuilles menthe fraiche citron vert cuilleres a soupe sel poivre
https://cuisine-facile.com/poissons/recette-thon-moelleux.php,Thon moelleux,"['1 500 g de thon frais', ""2 3 cuillères à soupe d'huile d'olive"", '3 3 cuillères à soupe de jus de citron', ""4 2 cuillères à soupe d'herbes de votre choix"", '5 sel', '6 poivre']",thon cuilleres a soupe cuilleres a soupe jus citron cuilleres a soupe choix sel poivre
https://cuisine-facile.com/poissons/recette-turban-sole-langoustines.php,Turban de sole aux langoustines,"['1 400 g de langoustines', '2 1 échalote', '3 1 carotte', '4 2 brins de persil', ""5 3 cuillères à soupe d'huile d'olive"", '6 300 ml de vin blanc sec', ""7 200 ml d'eau"", '8 200 ml de crème fraiche liquide', '9 1 noix de beurre', '10 8 filets de sole', ""11 1 cuillère à soupe d'huile d'olive"", '12 sel', '13 poivre']",langoustine echalote carotte brins persil cuilleres a soupe vin blanc sec creme fraiche liquide noix beurre filet sole cuillere a soupe sel poivre
https://cuisine-facile.com/viandes/recette-belle-piece-viande-confite-legumes-fondants-cocotte-lutee.php,Belle pièce de viande confite et légumes fondants en cocotte lutée,"['1 200 g de navet', '2 200 g de carotte', '3 200 g de topinambour', '4 200 g de champignons', '5 200 g de choux de Bruxelles', '6 150 g de poireau', ""7 100 g d'oignon"", '8 150 g de lard', '9 1 kg 200 g de viande de bœuf', ""10 3 cuillères à soupe d'huile d'olive"", '11 ½ citron', '12 100 ml de vin blanc sec', '13 100 ml de Bouillon de légumes', '14 150 g de pâte à luter', '15 sel', '16 poivre']",navet carotte topinambour champignons chou bruxelles poireau lard kg viande boeuf cuilleres a soupe citron vin blanc sec bouillon legume pate a luter sel poivre
https://cuisine-facile.com/viandes/recette-blancs-volaille-lestragon.php,Blancs de volaille à l'estragon,"['1 2 filets de poulet', '2 300 g de pommes de terre', '3 1 échalote', ""4 1 bouquet d'estragon"", ""5 2 cuillères à soupe d'huile d'olive"", ""6 2 cuillères à soupe de graisse d'oie"", '7 ½ verre de vin blanc sec', '8 1 cube de bouillon de volaille', '9 sel', '10 poivre']",filet poulet pommes terre echalote bouquet cuilleres a soupe cuilleres a soupe graisse verre vin blanc sec cube bouillon volaille sel poivre
https://cuisine-facile.com/viandes/recette-blanquette-veau.php,Blanquette de veau,"['1 400 g de champignons de Paris', '2 2 échalotes', '3 2 carottes', '4 700 g de viande de veau', ""5 4 cuillères à soupe d'huile d'olive"", '6 200 ml de vin blanc sec', '7 1 Bouquet garni', ""8 2 gousses d'ail"", '9 150 ml de crème fraiche', ""10 3 jaunes d'œuf"", '11 2 cuillères à soupe de maïzena', '12 1 citron', ""13 3 cuillères à soupe d'huile d'olive"", '14 sel', '15 poivre']",champignons paris echalotes carottes viande veau cuilleres a soupe vin blanc sec bouquet garni gousses creme fraiche jaunes cuilleres a soupe maizena citron cuilleres a soupe sel poivre
https://cuisine-facile.com/viandes/recette-boeuf-bourguignon.php,Boeuf bourguignon,"['1 800 g de viande de bœuf', '2 250 g de poitrine fumée', '3 1 oignon', ""4 3 cuillères à soupe d'huile"", '5 1 cuillère à soupe de farine', '6 750 ml de vin rouge', '7 1 Bouquet garni', '8 3 carottes', '9 1 kg de pommes de terre', '10 250 g de champignons', '11 1 cuillère à soupe de maïzena', '12 sel', '13 poivre']",viande boeuf poitrine fumee oignon cuilleres a soupe cuillere a soupe farine vin bouquet garni carottes kg pommes terre champignons cuillere a soupe maizena sel poivre
https://cuisine-facile.com/viandes/recette-boulettes-viandes-tomates.php,Boulettes de viandes à la tomates,"['1 2 tomates', ""2 2 cuillères à soupe d'huile d'olive"", '3 1 brin de thym', '4 1 brin de persil', '5 1 brin de romarin', ""6 1 gousse d'ail"", '7 1 verre de vin blanc sec', '8 20 Boulettes de viandes', ""9 2 cuillères à soupe d'huile d'olive"", '10 sel', '11 poivre']",tomates cuilleres a soupe brin thym brin persil brin romarin gousse verre vin blanc sec boulettes viandes cuilleres a soupe sel poivre
https://cuisine-facile.com/viandes/recette-carbonnade.php,Carbonnade,"['1 1 kg de viande de bœuf', '2 2 oignons', '3 2 carottes', ""4 5 cuillères à soupe d'huile d'olive"", '5 2 cuillères à soupe de farine', '6 1 litre de bière', '7 sel', '8 poivre']",kg viande boeuf oignons carottes cuilleres a soupe cuilleres a soupe farine litre biere sel poivre
